,id_cliente,cancelacion,genero,adulto_mayor,tiene_pareja,tiene_dependientes,antiguedad,servicio_de_telefono,lineas_multiples,servicio_internet,seguridad_en_linea,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,periodicidad_de_contrato,factura_electronica,forma_de_pago,cargos_mensuales,cargos_totales,cargos_diarios
2818,3908-BLSYF,1,Femenino,0,0,0,6,1,0,Fibra óptica,0,0,1,0,0,1,Mensual,0,Cheque electrónico,83.9,497.55,2.7562417871222076
2819,3908-MKIMJ,0,Masculino,1,1,0,68,0,2,DSL,1,1,1,0,0,0,Bienal,1,Cheque electrónico,41.95,2965.75,1.3781208935611038
2820,3910-MRQOY,0,Femenino,0,1,0,72,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,19.4,1496.45,0.6373193166885676
2821,3911-RSNHI,0,Femenino,0,1,0,71,0,2,DSL,0,1,1,1,1,1,Bienal,1,TDC,61.4,4310.35,2.0170827858081473
2822,3913-FCUUW,0,Femenino,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Bienal,1,Tranferencia electrónica,70.45,5165.7,2.314388961892247
2823,3913-RDSJZ,0,Femenino,0,1,0,64,1,1,No,2,2,2,2,2,2,Bienal,0,Cheque,25.55,1714.95,0.8393561103810775
2824,3914-FDRHP,0,Masculino,0,0,0,9,1,0,Fibra óptica,0,0,0,1,1,0,Mensual,0,Cheque electrónico,86.25,770.5,2.8334428383705648
2825,3915-ODIYG,0,Masculino,1,0,0,60,1,1,DSL,1,1,0,0,0,1,Anual,1,Cheque electrónico,71.75,4374.55,2.357095926412615
2826,3916-NRPAP,0,Masculino,0,0,0,3,1,0,Fibra óptica,0,0,1,0,0,1,Mensual,0,TDC,85.7,256.75,2.8153745072273324
2827,3920-HIHMQ,0,Femenino,0,0,1,26,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque,49.5,1265.65,1.626149802890933
2828,3923-CSIHK,1,Femenino,1,1,0,50,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,71.05,3444.85,2.334099868593955
2829,3926-CUQZX,1,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Tranferencia electrónica,45.1,45.1,1.4816031537450722
2830,3926-YZVVX,0,Femenino,0,0,0,41,1,0,DSL,0,0,0,1,0,0,Anual,0,Tranferencia electrónica,50.05,2029.05,1.6442181340341655
2831,3927-NLNRY,1,Masculino,0,1,0,53,1,0,Fibra óptica,0,1,0,0,1,1,Anual,1,Tranferencia electrónica,94.25,4867.95,3.096254927726675
2832,3930-ZGWVE,0,Masculino,0,0,0,1,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,19.75,19.75,0.6488173455978975
2833,3932-CMDTD,1,Femenino,0,0,0,4,1,0,Fibra óptica,0,1,1,1,1,1,Anual,1,Cheque electrónico,105.65,443.9,3.4707621550591328
2834,3932-IJWDZ,0,Masculino,0,0,0,45,1,1,Fibra óptica,0,0,1,1,1,1,Mensual,1,Tranferencia electrónica,103.65,4747.85,3.405059132720105
2835,3933-DQPWX,0,Femenino,0,0,0,50,0,2,DSL,0,1,1,1,0,0,Bienal,0,TDC,39.7,1932.75,1.3042049934296978
2836,3934-HXCFZ,1,Masculino,0,1,0,23,1,1,Fibra óptica,1,1,1,0,1,0,Mensual,1,Cheque electrónico,99.25,2186.4,3.260512483574244
2837,3935-TBRZZ,0,Masculino,0,1,1,44,1,1,No,2,2,2,2,2,2,Anual,0,Cheque,25.7,1110.5,0.8442838370565046
2838,3936-QQFLL,0,Masculino,0,0,0,2,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,19.75,39.3,0.6488173455978975
2839,3938-YFPXD,0,Masculino,0,0,0,72,1,1,DSL,1,0,1,1,1,1,Bienal,0,TDC,84.3,5997.1,2.769382391590013
2840,3941-XTSKM,0,Masculino,0,1,1,42,0,2,DSL,0,1,1,0,0,1,Anual,1,TDC,45.1,2049.05,1.4816031537450722
2841,3943-KDREE,1,Femenino,0,0,0,26,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Tranferencia electrónica,74.95,1834.95,2.462220762155059
2842,3945-GFWQL,1,Femenino,0,0,1,12,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,44.55,480.6,1.4635348226018394
2843,3946-JEWRQ,0,Masculino,0,1,0,47,1,1,Fibra óptica,0,0,0,0,1,1,Anual,1,TDC,95.2,4563.0,3.1274638633377134
2844,3946-MHCZW,1,Masculino,0,0,0,1,1,0,DSL,0,0,1,0,0,0,Mensual,0,Cheque,50.9,50.9,1.6721419185282522
2845,3948-FVVRP,0,Masculino,0,1,1,9,1,0,DSL,0,1,0,1,0,0,Mensual,0,Cheque,54.8,452.8,1.800262812089356
2846,3948-KXDUF,0,Masculino,0,0,0,66,1,1,DSL,1,1,1,1,0,0,Bienal,0,Tranferencia electrónica,68.75,4447.55,2.2585413929040734
2847,3948-XHGNA,1,Masculino,0,0,0,24,1,0,DSL,1,0,0,0,0,0,Mensual,1,Tranferencia electrónica,49.55,1210.4,1.6277923784494086
2848,3950-VPYJB,0,Masculino,0,1,1,57,1,0,DSL,1,1,0,1,0,0,Anual,0,Cheque,59.6,3509.4,1.9579500657030222
2849,3951-NJCVI,0,Femenino,1,1,0,42,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,95.05,3944.5,3.122536136662286
2850,3955-JBZZM,0,Masculino,0,0,0,20,1,0,Fibra óptica,0,0,0,0,1,0,Mensual,0,Cheque electrónico,78.8,1641.3,2.5886990801576872
2851,3956-CJUST,0,Femenino,1,0,0,23,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,1,Tranferencia electrónica,75.4,1643.55,2.4770039421813403
2852,3956-MGXOG,0,Femenino,0,0,0,28,1,0,Fibra óptica,0,0,0,0,0,1,Mensual,1,Cheque electrónico,80.6,2244.95,2.6478318002628116
2853,3957-HHLMR,0,Femenino,0,1,1,70,1,1,DSL,1,0,0,0,0,1,Anual,0,Tranferencia electrónica,65.2,4543.15,2.1419185282522997
2854,3957-LXOLK,1,Femenino,1,0,0,28,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,106.15,3152.5,3.4871879106438897
2855,3957-SQXML,0,Femenino,0,1,1,34,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,24.95,894.3,0.8196452036793692
2856,3961-SXAXY,0,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Tranferencia electrónica,44.05,44.05,1.4471090670170825
2857,3963-RYFNS,0,Femenino,0,0,0,72,1,1,Fibra óptica,1,1,1,1,1,1,Bienal,1,Tranferencia electrónica,116.45,8013.55,3.8255584756898817
2858,3966-HRMZA,0,Femenino,1,0,0,3,1,0,Fibra óptica,0,0,1,0,0,0,Mensual,0,Cheque,75.05,202.9,2.4655059132720103
2859,3967-KXAPS,0,Masculino,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Bienal,0,TDC,92.3,6719.9,3.0321944809461234
2860,3967-VQOGC,0,Femenino,0,1,1,67,1,1,No,2,2,2,2,2,2,Bienal,1,Cheque,24.9,1680.25,0.8180026281208935
2861,3969-GYXEL,0,Femenino,0,0,0,11,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,0,Cheque electrónico,76.4,838.7,2.509855453350854
2862,3969-JQABI,0,Femenino,0,1,0,58,1,0,DSL,1,1,0,0,1,0,Mensual,1,TDC,65.25,3791.6,2.143561103810775
2863,3970-XGJDU,0,Femenino,0,0,0,62,1,0,No,2,2,2,2,2,2,Bienal,1,TDC,19.2,1123.65,0.6307490144546649
2864,3973-SKMLN,0,Masculino,0,0,0,71,1,0,No,2,2,2,2,2,2,Bienal,1,TDC,19.9,1355.1,0.6537450722733245
2865,3976-BWUCK,1,Femenino,0,1,0,30,1,1,Fibra óptica,0,1,0,1,1,0,Mensual,1,TDC,94.1,2804.45,3.0913272010512483
2866,3976-HXHCE,0,Masculino,0,0,0,72,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,19.3,1414.8,0.6340341655716163
2867,3976-NLDEZ,0,Masculino,0,0,0,1,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.6,20.6,0.6767411300919842
2868,3977-QCRSL,0,Femenino,0,0,0,5,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.15,117.95,0.6619579500657029
2869,3978-YNKDD,0,Masculino,0,0,1,19,1,0,No,2,2,2,2,2,2,Bienal,0,TDC,20.85,467.5,0.6849540078843627
2870,3981-QSVQI,0,Masculino,0,0,0,8,1,0,No,2,2,2,2,2,2,Mensual,1,Tranferencia electrónica,19.7,168.9,0.6471747700394218
2871,3982-DQLUS,0,Masculino,1,1,1,65,1,1,Fibra óptica,1,1,0,0,0,0,Mensual,1,Cheque electrónico,85.75,5688.45,2.817017082785808
2872,3982-JGSFD,0,Masculino,0,0,0,36,1,0,No,2,2,2,2,2,2,Anual,1,TDC,20.35,695.85,0.6685282522996058
2873,3982-XWFZQ,1,Femenino,0,1,0,42,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,50.25,2203.65,1.6507884362680683
2874,3985-HOYPM,0,Masculino,0,0,0,26,1,0,No,2,2,2,2,2,2,Anual,0,Cheque,19.4,525.55,0.6373193166885676
2875,3987-KQDDU,0,Masculino,0,0,0,9,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,0,Cheque electrónico,75.6,661.55,2.4835742444152427
2876,3988-RQIXO,1,Femenino,1,0,0,1,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,91.3,91.3,2.9993429697766096
2877,3990-QYKBE,1,Masculino,1,1,0,37,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,92.5,3473.4,3.038764783180026
2878,3992-YWPKO,1,Femenino,0,0,0,6,1,1,Fibra óptica,0,1,1,1,1,1,Mensual,1,TDC,109.9,669.45,3.6103810775295666
2880,3995-WFCSM,0,Femenino,0,0,0,2,1,0,DSL,0,0,1,0,0,1,Mensual,0,Cheque electrónico,60.85,111.4,1.9990144546649145
2881,3996-ZNWYK,0,Masculino,1,1,1,71,1,0,No,2,2,2,2,2,2,Bienal,0,TDC,19.8,1388.45,0.6504599211563732
2882,3999-QGRJH,1,Masculino,1,0,0,8,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,69.7,560.85,2.2897503285151117
2883,3999-WRNGR,0,Femenino,0,1,1,60,0,2,DSL,0,1,0,0,1,1,Mensual,1,Cheque electrónico,49.75,3069.45,1.6343626806833114
2884,4000-VGMQP,0,Masculino,0,1,1,38,1,1,DSL,0,1,1,0,1,1,Anual,0,TDC,78.95,2862.55,2.5936268068331145
2885,4001-TSBTV,0,Femenino,0,1,1,58,1,0,Fibra óptica,0,1,1,0,1,0,Mensual,1,Cheque electrónico,91.55,5511.65,3.007555847568988
2886,4002-BQWPQ,0,Masculino,0,0,0,25,1,1,DSL,1,1,1,1,0,1,Mensual,0,Tranferencia electrónica,81.75,2028.8,2.6856110381077527
2887,4003-FUSHP,0,Masculino,0,0,0,19,1,0,DSL,0,0,0,1,1,0,Mensual,1,TDC,61.55,1093.2,2.022010512483574
2888,4003-OCTMP,0,Femenino,0,1,0,31,1,0,DSL,1,0,0,1,0,1,Anual,1,Cheque electrónico,64.0,1910.75,2.102496714848883
2889,4006-HKYHO,0,Masculino,0,0,0,63,1,0,DSL,1,1,1,1,1,1,Bienal,1,Tranferencia electrónica,86.7,5309.5,2.848226018396846
2890,4007-NHVHI,0,Femenino,1,0,0,56,1,1,Fibra óptica,1,1,0,0,0,1,Mensual,1,Cheque electrónico,96.85,5219.65,3.181668856767411
2891,4009-ALQFH,1,Femenino,0,0,0,25,1,0,Fibra óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,99.5,2369.05,3.2687253613666227
2892,4010-YLMVT,0,Femenino,0,0,0,56,1,1,Fibra óptica,1,1,0,0,1,1,Mensual,1,TDC,106.6,5893.95,3.5019710906701706
2893,4011-ARPHK,0,Masculino,0,0,0,27,1,0,DSL,1,0,0,0,0,0,Mensual,0,Cheque,50.35,1411.35,1.6540735873850196
2894,4012-YCFAI,0,Masculino,0,1,0,60,1,0,DSL,1,1,0,1,0,0,Bienal,1,Cheque,61.35,3766.2,2.0154402102496713
2895,4012-ZTHBR,0,Femenino,0,1,1,21,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,44.95,926.25,1.4766754270696452
2896,4013-GUXND,0,Masculino,0,0,0,1,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.8,20.8,0.683311432325887
2897,4013-TLDHQ,1,Masculino,0,0,0,19,1,0,Fibra óptica,0,1,1,0,0,0,Mensual,1,Cheque electrónico,78.25,1490.95,2.5706307490144544
2898,4013-UBXWQ,1,Femenino,0,0,0,7,1,1,DSL,0,0,0,1,1,1,Mensual,1,Cheque electrónico,74.65,521.1,2.4523653088042052
2899,4016-BJKTZ,0,Femenino,0,0,0,25,1,1,Fibra óptica,0,1,1,1,1,1,Bienal,0,Cheque electrónico,108.9,2809.05,3.577529566360053
2900,4018-KJYUY,0,Masculino,0,0,1,22,1,0,No,2,2,2,2,2,2,Mensual,0,TDC,20.15,432.5,0.6619579500657029
2901,4018-PPNDW,0,Femenino,0,1,1,61,1,1,No,2,2,2,2,2,2,Bienal,1,Cheque,24.1,1551.6,0.7917214191852825
2902,4020-KIUDI,0,Masculino,0,1,1,6,1,0,No,2,2,2,2,2,2,Mensual,0,TDC,19.85,138.85,0.6521024967148489
2903,4021-RQSNY,1,Masculino,1,1,0,29,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,98.5,3004.15,3.235873850197109
2904,4023-RTIQM,0,Femenino,1,1,0,31,0,2,DSL,1,1,1,0,0,1,Anual,1,TDC,50.4,1580.1,1.6557161629434953
2905,4024-CSNBY,0,Femenino,0,1,0,72,1,1,Fibra óptica,1,1,1,1,0,0,Bienal,1,Tranferencia electrónica,94.25,6849.75,3.096254927726675
2906,4026-SKKHW,0,Masculino,0,0,0,3,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque,50.25,152.3,1.6507884362680683
2907,4029-HPFVY,0,Masculino,0,0,0,3,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque,70.3,220.4,2.3094612352168196
2908,4030-VPZBD,1,Femenino,0,0,0,2,0,2,DSL,0,0,0,1,0,0,Mensual,1,Cheque electrónico,30.9,59.05,1.0151116951379762
2909,4032-RMHCI,0,Femenino,0,1,1,41,0,2,DSL,1,0,1,0,0,0,Anual,0,TDC,35.4,1412.4,1.1629434954007885
2910,4039-HEUNW,1,Masculino,1,1,0,36,1,1,Fibra óptica,0,1,0,0,1,1,Mensual,1,Cheque electrónico,96.5,3436.1,3.1701708278580814
2911,4039-PIMHX,0,Masculino,1,1,0,49,1,0,DSL,0,1,0,0,0,0,Bienal,0,Cheque,49.8,2398.4,1.636005256241787
2912,4043-MKDTV,0,Masculino,0,1,0,71,1,0,Fibra óptica,0,1,1,1,1,1,Bienal,1,Cheque electrónico,105.25,7291.75,3.4576215505913273
2914,4049-ZPALD,0,Femenino,0,1,0,64,1,0,Fibra óptica,1,0,1,0,1,1,Bienal,1,Tranferencia electrónica,99.0,6375.8,3.252299605781866
2915,4054-CUMIA,0,Femenino,0,1,1,18,1,0,No,2,2,2,2,2,2,Mensual,1,Cheque,20.25,401.95,0.6652431011826544
2916,4056-QHXHZ,0,Femenino,0,1,1,72,1,1,Fibra óptica,1,0,1,1,1,1,Bienal,0,Cheque,107.45,7576.7,3.5298948751642576
2917,4057-FKCZK,0,Masculino,0,1,1,58,1,1,Fibra óptica,0,0,0,0,1,0,Bienal,0,Tranferencia electrónica,82.5,4828.05,2.7102496714848883
2918,4059-IIEBK,0,Femenino,0,0,0,7,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Tranferencia electrónica,78.55,522.95,2.5804862023653086
2920,4060-LDNLU,0,Masculino,0,0,0,7,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,0,Cheque electrónico,96.2,639.7,3.160315374507227
2921,4061-UKJWL,0,Masculino,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,45.45,141.7,1.493101182654402
2922,4062-HBMOS,0,Masculino,0,0,0,52,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,103.05,5364.8,3.3853482260183965
2923,4063-EIKNQ,0,Masculino,0,1,1,11,1,0,No,2,2,2,2,2,2,Mensual,0,Tranferencia electrónica,20.95,267.35,0.688239159001314
2924,4065-JJAVA,0,Femenino,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque electrónico,49.5,49.5,1.626149802890933
2925,4067-HLYQI,0,Femenino,0,0,0,33,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Tranferencia electrónica,70.4,2406.1,2.3127463863337714
2926,4070-OKWVH,0,Femenino,0,1,0,52,1,1,Fibra óptica,0,1,1,0,1,0,Mensual,0,Tranferencia electrónica,94.6,5025.8,3.107752956636005
2927,4072-IPYLT,0,Femenino,0,1,1,36,1,0,DSL,1,0,0,0,0,0,Mensual,0,TDC,51.05,1815.0,1.6770696452036793
2928,4074-SJFFA,1,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Mensual,1,Cheque,54.75,54.75,1.7986202365308803
2929,4075-JFPGR,0,Femenino,0,1,0,51,1,0,Fibra óptica,1,1,1,0,1,0,Anual,1,Cheque electrónico,93.5,4619.55,3.07161629434954
2930,4075-WKNIU,0,Femenino,0,1,1,0,1,1,DSL,0,1,1,1,1,0,Bienal,0,Cheque,73.35,,2.409658344283837
2931,4077-CROMM,1,Femenino,0,1,1,31,1,1,Fibra óptica,0,0,1,1,1,1,Mensual,1,Cheque electrónico,104.2,3243.45,3.4231274638633375
2932,4077-HWUYD,0,Masculino,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Bienal,1,Tranferencia electrónica,87.55,6463.15,2.8761498028909327
2933,4078-SAYYN,1,Femenino,0,0,0,11,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,100.75,1129.75,3.309789750328515
2934,4079-ULGFR,0,Masculino,0,0,0,16,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.0,275.7,0.657030223390276
2935,4079-VTGLK,0,Masculino,1,1,0,30,1,1,DSL,0,0,1,0,1,1,Bienal,0,Cheque electrónico,74.85,2181.75,2.4589356110381075
2936,4079-WWQQQ,0,Masculino,0,0,0,72,0,2,DSL,1,1,1,1,1,1,Bienal,1,Tranferencia electrónica,65.55,4807.45,2.1534165571616293
2937,4080-IIARD,0,Femenino,0,1,0,13,1,1,DSL,1,1,0,1,1,0,Mensual,1,Cheque electrónico,76.2,981.45,2.5032851511169514
2938,4080-OGPJL,1,Femenino,0,0,0,8,1,1,DSL,1,0,0,1,0,1,Mensual,0,Cheque electrónico,71.15,563.65,2.337385019710907
2939,4081-DYXAV,1,Femenino,0,0,0,19,0,2,DSL,0,0,0,0,1,1,Anual,1,TDC,44.85,893.55,1.4733902759526938
2940,4083-BFNYK,0,Femenino,1,1,0,38,1,1,Fibra óptica,1,1,0,0,0,1,Anual,0,TDC,95.0,3591.25,3.1208935611038107
2941,4083-EUGRJ,1,Masculino,0,0,0,9,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.25,178.5,0.6652431011826544
2942,4086-ATNFV,0,Femenino,0,1,1,34,1,0,DSL,1,1,1,0,0,0,Anual,1,Cheque,60.8,2042.05,1.9973718791064388
2943,4086-WITJG,0,Masculino,0,1,1,71,1,0,No,2,2,2,2,2,2,Bienal,0,TDC,19.7,1301.1,0.6471747700394218
2944,4086-YQSNZ,1,Femenino,1,1,0,3,1,0,Fibra óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,80.4,224.05,2.6412614980289093
2946,4088-YLDSU,1,Masculino,0,1,0,55,1,1,Fibra óptica,0,0,1,1,1,1,Anual,1,Cheque electrónico,104.15,5743.05,3.421484888304862
2947,4090-KPJIP,0,Femenino,0,0,0,3,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,74.95,212.4,2.462220762155059
2948,4091-TVOCN,0,Masculino,0,0,1,48,1,1,DSL,1,0,1,0,1,1,Anual,1,TDC,78.75,3682.45,2.5870565045992113
2949,4092-OFQZS,0,Masculino,0,1,0,20,1,0,No,2,2,2,2,2,2,Anual,0,Cheque,20.65,417.5,0.6783837056504598
2950,4094-NSEDU,1,Femenino,1,0,0,21,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,94.25,1973.75,3.096254927726675
2951,4097-YODCF,0,Masculino,0,0,1,34,1,1,Fibra óptica,1,1,0,0,1,1,Anual,1,Cheque electrónico,103.8,3470.8,3.409986859395532
2952,4098-NAUKP,0,Masculino,1,1,1,68,1,1,Fibra óptica,0,1,1,0,0,0,Mensual,1,Cheque electrónico,84.65,5683.6,2.780880420499343
2954,4102-HLENU,0,Femenino,0,1,0,67,1,1,DSL,1,1,1,0,0,0,Bienal,0,Cheque,65.65,4322.85,2.156701708278581
2955,4102-OQUPX,1,Masculino,1,1,0,1,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,74.4,74.4,2.4441524310118266
2956,4104-PVRPS,0,Masculino,0,1,0,24,1,0,DSL,1,0,0,1,0,0,Mensual,0,Cheque,53.6,1315.35,1.7608409986859395
2957,4106-HADHQ,1,Masculino,0,1,1,39,1,0,DSL,1,0,1,1,1,1,Anual,0,TDC,80.0,3182.95,2.628120893561104
2958,4109-CYRBD,0,Masculino,1,1,0,29,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,51.6,1442.0,1.6951379763469119
2959,4110-PFEUZ,1,Femenino,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,Cheque,69.55,69.55,2.2848226018396844
2960,4111-BNXIF,0,Femenino,0,1,1,67,0,2,DSL,0,1,1,1,1,1,Bienal,1,Cheque electrónico,59.55,4103.9,1.9563074901445465
2961,4112-LUEIZ,1,Masculino,0,0,0,10,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,89.5,863.1,2.940210249671485
2962,4114-QMKVN,0,Femenino,0,1,1,56,1,1,DSL,1,1,0,0,0,1,Anual,0,Tranferencia electrónica,68.75,3815.4,2.2585413929040734
2963,4115-BNPJY,0,Masculino,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Bienal,0,Cheque,75.55,2054.4,2.481931668856767
2964,4115-NZRKS,0,Femenino,1,0,0,7,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,89.15,574.35,2.928712220762155
2965,4115-UMJFQ,0,Masculino,0,0,0,69,0,2,DSL,0,1,1,0,0,0,Anual,1,Tranferencia electrónica,35.75,2492.25,1.1744415243101183
2966,4116-IQRFR,0,Masculino,0,1,1,4,1,1,No,2,2,2,2,2,2,Anual,0,TDC,24.1,73.1,0.7917214191852825
2967,4116-TZAQJ,1,Femenino,0,0,0,9,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,1,TDC,74.25,639.65,2.4392247043363993
2968,4118-CEVPF,0,Femenino,1,0,0,35,1,1,Fibra óptica,1,1,1,1,1,1,Anual,1,Tranferencia electrónica,110.8,3836.3,3.6399474375821286
2969,4119-ZYPZY,0,Masculino,1,0,0,71,1,1,Fibra óptica,0,1,0,1,1,1,Bienal,1,Cheque electrónico,106.8,7623.2,3.5085413929040734
2970,4121-AGSIN,0,Femenino,0,1,1,58,1,1,No,2,2,2,2,2,2,Anual,1,TDC,24.5,1497.9,0.804862023653088
2971,4123-DVHPH,0,Masculino,0,1,0,9,1,1,Fibra óptica,1,0,0,0,0,1,Mensual,1,Cheque electrónico,88.05,801.3,2.8925755584756896
2972,4123-FCVCB,0,Femenino,0,0,0,12,1,1,DSL,0,0,0,1,1,1,Anual,1,Cheque,75.85,854.45,2.4917871222076213
2974,4124-MMETB,1,Masculino,0,0,0,22,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,TDC,94.65,2104.55,3.109395532194481
2975,4128-ETESU,0,Femenino,1,1,0,47,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,0,Cheque electrónico,99.7,4747.2,3.2752956636005255
2976,4129-LYCOI,0,Femenino,0,0,1,67,1,1,Fibra óptica,0,1,0,1,1,1,Bienal,1,Cheque electrónico,104.0,7039.05,3.416557161629435
2977,4130-MZLCC,0,Femenino,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Mensual,0,Tranferencia electrónica,50.55,244.75,1.6606438896189224
2978,4132-KALRO,0,Femenino,0,0,0,4,1,1,Fibra óptica,0,0,0,1,1,1,Mensual,1,Cheque,100.85,399.25,3.313074901445466
2979,4132-POCZS,0,Masculino,0,1,0,52,0,2,DSL,1,0,0,0,0,1,Mensual,1,Cheque electrónico,39.9,2020.9,1.3107752956636005
2980,4134-BSXLX,0,Masculino,0,1,0,28,1,0,DSL,1,1,0,1,0,0,Mensual,0,Cheque,60.9,1785.65,2.0006570302233904
2981,4135-FRWKJ,0,Femenino,1,1,1,55,1,1,DSL,1,0,1,1,1,0,Anual,0,Cheque electrónico,76.25,4154.55,2.504927726675427
2982,4137-BTIKL,0,Masculino,0,0,0,2,1,1,Fibra óptica,1,0,0,0,0,1,Mensual,0,Cheque,90.75,174.75,2.981274638633377
2983,4137-JOPHL,0,Femenino,0,0,0,50,1,0,Fibra óptica,0,0,1,1,0,1,Bienal,1,Tranferencia electrónica,89.7,4304.5,2.9467805519053876
2984,4138-NAXED,0,Masculino,0,0,0,51,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,0,Tranferencia electrónica,81.0,4085.75,2.6609724047306176
2985,4139-DETXS,0,Femenino,0,1,1,72,0,2,DSL,1,1,1,1,1,1,Bienal,0,Tranferencia electrónica,64.45,4528.0,2.117279894875164
2986,4139-JPIAM,0,Masculino,0,0,0,51,0,2,DSL,1,0,0,1,0,1,Mensual,1,TDC,44.45,2181.55,1.4602496714848883
2987,4139-SUGLD,1,Masculino,0,1,1,31,0,2,DSL,1,0,0,1,0,0,Mensual,0,Tranferencia electrónica,35.4,1077.5,1.1629434954007885
2988,4140-MUHUG,1,Femenino,1,0,0,3,1,0,Fibra óptica,0,0,1,0,1,0,Mensual,1,Cheque electrónico,86.85,220.95,2.853153745072273
2990,4140-WJAWW,1,Femenino,0,0,0,5,1,0,No,2,2,2,2,2,2,Mensual,0,TDC,19.85,108.05,0.6521024967148489
2991,4143-HHPMK,1,Masculino,0,0,0,52,1,0,Fibra óptica,0,1,0,0,0,1,Mensual,1,Cheque electrónico,85.35,4338.6,2.8038764783180024
2992,4143-OOBWZ,1,Masculino,0,1,0,5,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,81.3,416.3,2.6708278580814717
2993,4145-UQXUQ,1,Femenino,1,0,0,8,1,0,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,92.1,729.95,3.0256241787122207
2994,4146-SVFUD,0,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,44.6,44.6,1.4651773981603153
2995,4154-AQUGT,1,Masculino,1,1,0,13,1,0,Fibra óptica,0,1,0,1,0,1,Mensual,1,Tranferencia electrónica,89.05,1169.35,2.9254270696452034
2996,4159-NAAIX,0,Femenino,0,0,0,63,1,1,Fibra óptica,0,1,0,0,1,1,Bienal,0,Tranferencia electrónica,97.45,6253.0,3.2013797634691197
